question,answer,is_correct
Where did Jorge Semprún live most of his life?,Berlin.,False
Where did Jorge Semprún live most of his life?,"Buenos Aires, Argentina.",False
In what language did Jorge Semprún primarily write?,French,True
In what language did Jorge Semprún primarily write?,German.,False
In what language did Jorge Semprún primarily write?,Spanish.,False
In what language did Jorge Semprún primarily write?,Catalan.,False
In what language did Jorge Semprún primarily write?,Italian.,False
In what language did Jorge Semprún primarily write?,Portuguese.,False
In what language did Jorge Semprún primarily write?,English.,False
In what language did Jorge Semprún primarily write?,Esperanto.,False
In what language did Jorge Semprún primarily write?,Basque.,False
What nationality was Giovanni Battista Casti?,Italian,True
What nationality was Giovanni Battista Casti?,French.,False
What nationality was Giovanni Battista Casti?,Austrian.,False
What nationality was Giovanni Battista Casti?,Swiss.,False
What nationality was Giovanni Battista Casti?,Austro-Bavarian.,False
What nationality was Giovanni Battista Casti?,Austro-Hungarian.,False
What nationality was Giovanni Battista Casti?,Spanish.,False
What nationality was Giovanni Battista Casti?,Portuguese.,False
What nationality was Giovanni Battista Casti?,Belgian.,False
What nationality was Giovanni Battista Casti?,Yugoslavian.,False
What type of studies did Giovanni Battista Casti pursue before entering priesthood?,He studied at the seminary of Montefiascone,True
What type of studies did Giovanni Battista Casti pursue before entering priesthood?,Giovanni Battista Casti pursued studies in medicine before entering the priesthood.,False
What type of studies did Giovanni Battista Casti pursue before entering priesthood?,He pursued studies in mathematics and astronomy before entering priesthood.,False
What type of studies did Giovanni Battista Casti pursue before entering priesthood?,He studied theology at the University of Perugia.,False
What type of studies did Giovanni Battista Casti pursue before entering priesthood?,He pursued studies in law before entering the priesthood.,False
What type of studies did Giovanni Battista Casti pursue before entering priesthood?,Giovanni Battista Casti studied classical antiquity and humanism at the University of Siena.,False
What type of studies did Giovanni Battista Casti pursue before entering priesthood?,He studied theology and philosophy at the University of Pisa.,False
What type of studies did Giovanni Battista Casti pursue before entering priesthood?,He studied medicine at the University of Bologna.,False
What type of studies did Giovanni Battista Casti pursue before entering priesthood?,Casti studied mathematics at the University of Pisa.,False
What type of studies did Giovanni Battista Casti pursue before entering priesthood?,Giovanni Battista Casti pursued a career in law before entering priesthood.,False
What position did Giovanni Battista Casti hold in his native place?,He became a canon in the cathedral of his native place,True
What position did Giovanni Battista Casti hold in his native place?,"Casti became a renowned artist and sculptor in his hometown, renowned for his exquisite works of art.",False
What position did Giovanni Battista Casti hold in his native place?,Master of a local printing press.,False
What position did Giovanni Battista Casti hold in his native place?,Giovanni Battista Casti was an accomplished harpsichordist and maintained his own orchestra in Venice.,False
What position did Giovanni Battista Casti hold in his native place?,He became a captain of the city guard.,False
What position did Giovanni Battista Casti hold in his native place?,Minister of State to the Archbishop.,False
What position did Giovanni Battista Casti hold in his native place?,A prominent professor of mathematics at the local university.,False
What position did Giovanni Battista Casti hold in his native place?,Governor of the entire Italian city-states.,False
What position did Giovanni Battista Casti hold in his native place?,President of the city council.,False
What position did Giovanni Battista Casti hold in his native place?,Professor of rhetoric.,False
Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,La grotta di Trofonio,True
Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,L'innocenza giustificata.,False
Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,Le Nozze di Corigliano.,False
Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,La sacerdotessa di Roma.,False
Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,Il prigioniero di Roma.,False
Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,La finta semplice.,False
Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,Il re pastore.,False
Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,La fiamma di Castel Nuovo.,False
Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,"La grotta di Trofonio
I can only provide one",False
Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,L'eroe caduto.,False
Which languages did Najaf Daryabandari translate works from and into?,From English into Persian,True
Which languages did Najaf Daryabandari translate works from and into?,From Persian into English.,False
Which languages did Najaf Daryabandari translate works from and into?,From French and Spanish into Persian.,False
Which languages did Najaf Daryabandari translate works from and into?,English and Arabic.,False
Which languages did Najaf Daryabandari translate works from and into?,French into Hindi.,False
Which languages did Najaf Daryabandari translate works from and into?,English into Pashto.,False
Which languages did Najaf Daryabandari translate works from and into?,"French, Urdu, and Arabic.",False
Which languages did Najaf Daryabandari translate works from and into?,From Arabic into Persian.,False
Which languages did Najaf Daryabandari translate works from and into?,Arabic into Persian.,False
Which languages did Najaf Daryabandari translate works from and into?,"French, Italian, Spanish, Russian, and Swedish languages.",False
Which Hemingway books did Najaf Daryabandari translate?,A Farewell to Arms and The Old Man and the Sea,True
Which Hemingway books did Najaf Daryabandari translate?,"The Old Man and the Sea, To Have and Have Not, and For Whom the Bell",False
Which Hemingway books did Najaf Daryabandari translate?,For Whom the Bell Tolls and A Moveable Feast.,False
Which Hemingway books did Najaf Daryabandari translate?,"Death in Venice, For Whom the Bell Tolls, and A Moveable Feast.",False
Which Hemingway books did Najaf Daryabandari translate?,The Snows of Kilimanjaro and For Whom the Bell Tolls.,False
Which Hemingway books did Najaf Daryabandari translate?,A Moveable Feast and Death in the Afternoon.,False
Which Hemingway books did Najaf Daryabandari translate?,"A Moveable Feast, For Whom the Bell Tolls, and Death in the Afternoon",False
Which Hemingway books did Najaf Daryabandari translate?,"A Moveable Feast, Death in the Afternoon, and Across the River And Into the Trees",False
Which Hemingway books did Najaf Daryabandari translate?,To Have and Have Not and A Moveable Feast.,False
Which Hemingway books did Najaf Daryabandari translate?,For Whom the Bell Tolls and To Have and Have Not.,False
What play by Samuel Beckett did Najaf Daryabandari translate?,Waiting for Godot,True
What play by Samuel Beckett did Najaf Daryabandari translate?,The Calm after the Fall.,False
What play by Samuel Beckett did Najaf Daryabandari translate?,The Enormous Room.,False
What play by Samuel Beckett did Najaf Daryabandari translate?,The Empty Mirror.,False
What play by Samuel Beckett did Najaf Daryabandari translate?,The Way Home.,False
What play by Samuel Beckett did Najaf Daryabandari translate?,The Absence of the Presence.,False
What play by Samuel Beckett did Najaf Daryabandari translate?,The Empty Chair.,False
What play by Samuel Beckett did Najaf Daryabandari translate?,The End of St. Petersburg.,False
What play by Samuel Beckett did Najaf Daryabandari translate?,The Unnameable.,False
What play by Samuel Beckett did Najaf Daryabandari translate?,"""The Blind Men's Ladder"" 
    and ""The End of History"" 
    and ""A New Dictionary of Irish",False
Which Sophocles' play did Najaf Daryabandari translate?,Antigone,True
Which Sophocles' play did Najaf Daryabandari translate?,Electra.,False
Which Sophocles' play did Najaf Daryabandari translate?,Oedipus at Colonus.,False
Which Sophocles' play did Najaf Daryabandari translate?,The Persians.,False
Which Sophocles' play did Najaf Daryabandari translate?,Iphigeneia in Tauris.,False
Which Sophocles' play did Najaf Daryabandari translate?,Oedipus at Thebes.,False
Which Sophocles' play did Najaf Daryabandari translate?,Oedipus Rex.,False
Which Sophocles' play did Najaf Daryabandari translate?,Iphigenia in Aulis.,False
Which Sophocles' play did Najaf Daryabandari translate?,Philoctetes.,False
Which Sophocles' play did Najaf Daryabandari translate?,Oedipus at Kolonos.,False
What was Heinz Erhardt's nationality?,German,True
What was Heinz Erhardt's nationality?,American.,False
What was Heinz Erhardt's nationality?,Austrian.,False
What was Heinz Erhardt's nationality?,Swiss.,False
What was Heinz Erhardt's nationality?,Belgian.,False
What was Heinz Erhardt's nationality?,French.,False
What was Heinz Erhardt's nationality?,Hungarian.,False
What was Heinz Erhardt's nationality?,Argentine.,False
